question	category
孙子对爷爷是否有赡养义务	1203
双方婚后在异地5年以上,可以在现居住地办理离婚?	94
物业可以不准业主在小区内养狗吗？	2314
打官司律师费怎么算	648
如何核实加班时间？	3000
国家法定假日包括星期六，星期日吗？	328
劳动仲裁出裁决后,再向法院起诉情况会改变吗?	231
垃圾清运费应该让谁交？	2281
赡养方式有几种？	1218
事故认定书要多久才能下来？	729
开车上下班途中出车祸,算不算工伤?	719
交通事故对方全责可以要求赔偿什么费用	622
单位要我们加班我们该怎么应对？	255
伤残鉴定所需材料	660
离职时国家年休假未休公司还给于补偿吗？	471
老人可以将遗产只留给儿子、女儿，而不给儿媳、女婿吗？	1275
药房发错药致患者损害，由谁来承担责任？	2405
未离婚之前，一方擅自向别人借的钱，到底归谁还？	779
诉讼费由谁交	2076
劳动合同应加盖公章还是合同专用章？	2660
收养子女能否迁户口	1166
驾驶证被交警扣留可以多长时间可以拿出来	761
交通事故责任认定书出来后如申请复核，会有作用吗	736
对交通事故认定书不服,如何处理	732
因交通事故向法院起诉,需要提交哪些文书材料?	684
属于担保人,借贷人跑路了,还款后是否能向跑路的人追债?	873
不是亲生的孩子还要给抚养费吗？	22
员工发生工伤的处理流程？	190
假释的法定条件是什么？	3432
怎样写婚前协议书	385
婚姻法导致夫妻感情破裂情形的第十条	1710
有看孩子的权利吗	18
借款合同怎样写才好	891
谁来出伤残鉴定的费用，需要多少钱？	663
签订监护协议后，精神病患者在医院自杀，医院是否承担责任？	2412
发生交通事故未及时报警,事后还能报警吗?	739
事实收养公证的费用时多少？	1145
未成年人能够放弃继承权吗？	387
交通事故人没事，车被撞了应该怎么赔？	630
私自领养孩子,没有通过民政局犯法吗	1168
事实收养，收养人办理收养公证要什么材料？	1140
停工留薪期以后，员工还能要求休年休假吗？	478
事故责任复核申请材料有哪些?	735
开车撞人怎么赔偿	628
超过诉讼时效有什么法律后果	678
劳务关系和劳动关系	146
哪些情形下子女可以免除对父母赡养义务	1213
单位怎样支付员工伤残津贴？	569
伤残鉴定需要哪些材料？	660
如何办理养老保险关系省内转出？	306
工伤劳动能力鉴定需要哪些申请材料？	182
申请交通事故工伤认定的时间有限制吗？	730
员工主张高温津贴，企业应如何应对？	3769
军人可以参加法考吗？	3273
工伤伤残鉴定的程序是如何的？	195
主动辞职的可以领取失业金吗？	326
国家婚姻法规定男女什么时候领结婚证	1862
交强险赔偿限额的规定	714
迟延发放工资	1323
离婚财产分割协议公证办理有哪些步骤?	995
大四学生实习期间,单位需要给缴纳社保吗？	548
怀孕期间被辞退赔偿吗？	219
劳动者（非因工负伤）在规定的医疗期满后不能从事原工作，企业能否为其调整工作岗位？	3701
要求赔偿青春损失费有没有法律依据?	1051
企业聘用已经退休的人员要不要签订劳动合同？	542
如何办理房产继承公证?	975
申请劳动仲裁要带些什么材料？	153
交通事故调解的程序是怎么样的	741
员工自愿放弃社保协议是否可以？	332
交警扣留车辆后多长时间可以提车	759
物流车辆撞人致骨折	695
收养子女协议范本	1190
借款利息最高多少合法？	901
没有产权证的房子怎么分？	46
起诉对方还钱，可以让对方出律师费吗？	808
婚前一方父母出资买的房属于谁?	51
买的期房无法按时交房怎么办	936
公司怎么制定调岗调薪的规章制度？	556
我有个工伤问题想了解一下	1881
开车撞了人，我该怎么赔偿？	628
营养费计算标准	655
收养的条件及程序	394
在等待劳动仲裁裁决期间能否去找新工作	402
夫妻一方以自己的名义借的债务，离婚后另一方需要偿还吗？	779
规章制度与合同均未明确规定的，严重违反纪律和职业道德，可否解除劳动合同？	3123
网贷逾期不还,后果很严重吗？	852
要求单位支付加班费需要提交什么证据？	265
要不要交车位管理费？	2241
节假日怎么休	317
收养行为在什么情况下无效？	1151
酒驾和醉驾怎么区分 如何判定酒驾和醉驾	749
如何通过规章制度规定保密事宜？	2969
如何进行工伤认定，工伤认定需要提交哪些材料？	160
离婚时，保险金如何分？	74
我被车撞伤了,住院,怎么赔偿	634
劳务纠纷	1380
同居十年没领证,现分开财产能分割不?	42
试用期内也要交社保吗？	446
住改商，物业能否要求业主按商业用房的标准交纳物业费？	2251
孩子会给我吗？	17
公证需要的证件？	2026
岗前培训是否成立劳动关系？	434
怎么计算误工费的赔偿？	2479
我国法律规定遗产税该如何征收？	913
我的车子抵押给借高利贷的人，后来钱没还，他能卖了我的车吗？	1308
收养地震孤儿应符合哪些条件？	1112
怎样申办招标投标公证?	988
离婚时净身出户,还需要支付孩子的抚养费吗?	20
在试用期可以不交保险吗 ？	446
离婚后发现孩子非亲生,能要求返还抚养费吗?	115
什么情况下单位可以扣减工资？	2952
起诉离婚的流程是怎么样的？	93
物业服务企业对于共有部分的经营收益及使用是否应当向业主公开？	2106
工伤医疗休养期间的营养费怎么算？	482
单位不提供劳动保护，员工可以要求单位支付经济补偿吗？	1295
财产保全申请书怎么写	932
劳动合同履行地与用人单位注册地不一致的，工资标准按哪个算？	539
出了车祸	695
退休人员可享受工伤待遇吗？	475
取保候审的保证人必须具备什么条件?	769
这个系统要怎么使用	1883
办理结婚证所需材料	367
外国人收养中国小孩需要哪些条件,收养程序如何？	1188
辞职不让走怎么办？	189
做工伤认定到出结果要多久	789
我们有两个孩子，抚养权会给谁	26
没找到结婚证，可以办理离婚吗？	12
员工丧假工资怎么算？	243
非亲生的孩子给不给抚养费？	22
我想咨询一下婚姻，想离婚，要咨询一下	1640
单位不给劳动者缴纳住房公积金如何维权？	312
民间借贷诉讼需要的证据有哪些？	812
司法鉴定要收取多少钱？	1184
能鉴定成几级伤残？	592
交通事故的含义是什么？	1577
收养需要哪些材料？	1123
当事人应当如何签订仲裁协议？	3447
工伤认定标准及注意事项?	560
单位不执行仲裁结果,继续耍赖,有什么办法?	246
用人单位在试用期不交社保可以怎么做？	302
医疗机构有过失但不构成医疗事故，是否担责？	2397
何种情况下，劳动者的工作年限可以合并计算？	3616
罪犯要多长时间才能和亲属联系一次？	3520
企业如何避免承担加班举证不利的法律风险？	3019
别人借钱不还能够报警吗	791
没有劳动合同，如何申请工伤认定？	221
会不会胜诉？	2302
不交物业费会对业主有什么影响？	2560
申请工伤劳动能力鉴定有什么条件？	1178
我欠了很多钱，还不上了怎么办？	834
离婚时我的复员费需要分吗？	75
想分手，对方不同意	97
结婚前的房子离婚归谁	43
诉讼财产保全提供担保，法律是怎么规定的？	831
怎么写劳动仲裁申请书？	179
用人单位劳动合同到期不续签我该怎么办？	258
产假的工资要怎么计算？	234
拖欠五险一金	316
公积金	1749
遗嘱有效的形式要件有哪些？	1267
远程帮教会见的时间有限制吗？	3180
借条超过了2年诉讼时效，我的钱还能要得回来吗？	784
陪护费怎么赔偿？	2478
这个遗嘱公证该怎么办?	976
同居期间借给别人的钱分手时怎么处理？	78
和单位协商需要注意些什么？	142
最低工资的范围？	2856
把人撞伤没钱赔怎么办？	696
发生交通事故,同时也属于工伤,可以得双重赔偿吗?	733
员工以个人名义借款用于公司经营,还款责任由谁承担?	877
什么是婚前财产约定协议公证,怎么办理?	996
公司能辞退严重违反规章制度的员工吗？	466
合同未到期，但我想辞职了，单位不让我走可以吗？	189
怎样办理房屋继承手续？	911
怎样解除涉外收养关系,解除涉外收养关系如何办理?	1159
单位无故辞退我怎么办？	181
企业如何科学的调岗、调薪？	544
婚前男方买的婚房借的钱婚后要双方一起还吗？	83
一方起诉离婚需要哪些必要的材料?	100
分居期间借的钱谁来还？	86
交通事故法院起诉应该在哪?	618
用人单位在规章制度制定中履行民主程序时应注意哪些问题？	2606
怎样解除涉外收养关系,解除涉外收养关系如何办?	1159
在哪些情况下，消费者可以要求经营者十倍赔偿	2165
涉外收养的程序是怎样的？	1133
体检表公证（涉外）怎么办理？	1016
业主表决权能否委托他人行使？	2135
用人单位是否要与返聘人员签订劳动合同？	542
公司对我调岗我不同意,辞职能得到补偿吗	239
我结婚没有离婚有结婚证,我还可以和别人去民政局办结婚证吗	108
劳动争议仲裁要花多少钱	276
成绩公证怎样办理	1012
物业公司可以行使哪些权利？	2121
规章制度生效的实质要件是什么？	2600
非婚配偶能继承财产吗？	356
知假买假是否受消费者权益保护法保护	2163
试用期时长的标准规定？	256
离婚后对方户口不迁走怎么办？	105
交通事故起诉流程	616
员工辞职，公司能否不予办理离职手续？	3022
人身损害伤的残鉴定费用谁承担？	1181
申请保全时可同时请求查询财产？	832
申请强制执行最多申请几次	914
无故被公司辞退怎么办？	181
劳动能力鉴定需要哪些材料？	182
怎么才能获得法律援助	1066
网贷逾期会怎样？	852
微信借钱到期不还，有交易记录，算诈骗吗？	794
单位不给员工缴纳社保，如何维权？	303
事故发生后，没有第一时间报警，事后报警有用吗？	739
没毕业能签合同吗	439
法律援助可以收费吗	1079
伤残等级鉴定分为多少级？	592
夫妻离婚时一方在公司的股权如何分割?	72
节假日上班工资发多少？	355
申请强制执行应提交哪些材料	815
律师费怎么算	648
哪些人可以作为送养人？	1157
可不可以委托他人代为投诉	2053
临时工能否订立无固定期限合同？	2649
怀孕期间被辞退会有什么样的补偿？	219
申请财产保全时，怎样查对方名下财产？	832
怎么申诉	2057
被公司辞退了不给违约金	181
我们有一方是外国人，现在想离婚要怎么办？	113
业主怎样罢免业委会？	1975
公司单方面调岗员工可以拒绝吗	143
医疗鉴定结论可以被司法鉴定结论否定吗？	2484
如何成功申请取保候审	766
医疗费会怎样赔偿？	2477
第一顺序继承人有先后顺序吗？	295
社区服刑人员要怎么变更居住市县？	3274
收养申请书怎么写	1122
哪些情况下,劳动者可以得到经济补偿金?	359
如何办理曾用名证明	1036
小朋友接种疫苗后发病	2513
另一买房人故意与卖房人恶意串通，损害我的利益，应该怎么处理？	972
单位能否规定员工请假过多，社保由自己承担？	490
失业保险	1741
工伤鉴定与伤残鉴定一样吗?	1138
遗产的范围包括哪些？	389
什么情况下能约定服务期?	254
劳动争议仲裁结果多久出来?	233
随时都可以远程帮教会见吗？	3180
业主私自“住改商”，影响周围业主生活怎么办？	2318
和单位发生争议我要去哪里申请仲裁?	281
如何办理购房委托公证	998
同居十年未领证,分开后有权分我的财产么	42
病历被患方抢了该怎么办？	2416
涉外收养需要公证吗	1153
哪些人可以成为安置帮教的对象？	3173
职业病鉴定提交材料有什么？	585
交通事故误工费计算	645
劳务派遣中“同工同酬”如何认定？	3737
产前检查过错致缺陷婴儿出生，医院是否承担责任？	2466
非全日制用工如何终止用工？	3725
物业公司没有到安保职责，业主能怎么办？	2204
被执行人在执行中恶意转移的财产可依法予以追	921
收养成立的条件和程序	1098
继子女是否有权继承继父母财产？	336
劳动仲裁不服应该向那个法院起诉？	261
我在外地出了车祸。外地可以起诉我吗?	618
抚恤金是否属于死者遗产？	395
物业设置路障导致进入小区的居民或非居民受伤，要承担责任吗？	2194
高温作业天数非整月时高温津贴如何折算？	2938
业主要交垃圾清理费吗？	2281
签订了劳务合同能否在认定存在劳动关系？	342
发生交通事故该怎么处理?	695
再婚夫妻，男方有一个孩子，女方有一个孩子，但是女方没有带孩子，可以再生育吗？	124
放弃继承的效力，放弃后可以反悔吗？	386
辞职不让走怎么办	189
怎么样才是肇事逃逸	752
对方欠钱不还，怎么起诉？	804
劳动合同哪些条款是必备的 ？	335
规章制度中试用期要怎么规定？	2613
劳动者严重违反公司规章制度，公司将其解雇，需要保留哪些证据？	465
车祸保险公司不愿意赔偿,该怎么办?	717
婚前借的钱离婚时要还吗?	83
退货的运费承担	2159
驾驶人违反交通法规可能会受到哪些处罚?	745
用人单位可以在哪些情况下约定服务期？	254
欠钱不还坐牢以后还要还吗？	843
男方不让我跟孩子见面？	18
招聘广告是否具有法律效力？	2569
婚后女方买的房子归谁	57
双方自愿离婚需要带哪些材料	14
服务期的时长是怎样规定的？	299
如何通过规章制度来员管理员工违纪？	2628
交通事故的民事诉讼费有多少	657
试用期的工资标准是？	2889
投诉的受理机构	2054
退休返聘工伤了赔偿吗？	475
个人办理一般信息变更需要提交什么资料？	320
已生育的夫妻还能收养孩子吗？	1102
雇佣者以用人单位经营困难为由将我辞退，合理吗？	460
公司安排员工节假日加班，员工不来怎么办？	512
超过工伤认定时效该怎么办？	223
地下室的所有权归谁？	1979
交通事故，受伤的一方,可以要哪些赔偿?	622
业主能以房屋存在质量问题而不交物业费吗？	2264
缓刑期间要遵守哪些规定？	632
用人单位可以拒绝录用乙肝病毒携带者吗？	421
离职员工年休假怎么计算？	495
离婚后又再婚,生活困难可以减少抚养费吗	30
要用什么方式申请法律援助？	1063
在单位工会组织的聚餐活动结束回家的路上发生交通事故算工伤吗	703
在怀孕的时候被解雇了怎么办	216
本人不到场能办理离婚吗?	121
用人单位可以与劳动者约定服务期吗？	254
连续签订固定期限劳动合同的次数，应该从什么时候计算？	3711
已有子女的夫妻还能收养孩子吗	1103
申请劳动仲裁步骤是什么	220
逾期办理房产证起诉状的具体怎么写?	933
销售者免责的情形	2099
陪产假遇到节假日怎么算？	514
担任仲裁员的条件是什么？	3390
黄标车	1554
申请工伤认定有时间限制的吗？	565
怎样办理结婚证，领结婚证需要带什么	367
给员工只买工伤保险一个险种可以吗？	448
交通事故损害赔偿诉讼需要哪些证据	627
开车超速出了车祸,保险公司会不会赔?	710
一份有效的遗嘱，需要满足哪些条件？	405
对交警出具的事故认定书不服怎么办?	732
我有个法律问题想咨询一下	1881
比如车子等财物在小区被损毁，物业有责任吗？	2065
消费者申诉的途径有哪些	2057
孙子女、外孙子女对祖辈是否有赡养义务？	1203
开发商拖延办理房产证，有什么办法可以维护自己的权益呢? 	924
信用卡欠钱不还，坐牢后还用还吗？	843
失业保险金领取流程如何？	323
遗产怎么分？	397
临时工工伤	1320
协议离婚我要做些什么？	91
发生医疗纠纷，能不能拒付医疗费？	2449
如果亲生父母没有抚养能力的,可否将小孩送与他人收养？	1221
村民委员会人民调解委员会如何设立？	3203
员工在试用期内要求休病假，公司能否以不符合录用条件解除合同？	3105
赡养协议书怎么写?	1204
医学会可以单方中止医疗事故进行鉴定吗？	2485
伤残津贴应计算多少年？	605
单位不给员工买公积金	309
女职工产假内提前返岗或未安排哺乳时间是否按照加班费支付？	2927
个人办理一般社保登记信息变更提交的材料有哪些？	320
劳务派遣有五险一金吗？	3748
仲裁机构受理哪些纠纷的仲裁	2062
肇事者逃逸了怎么办？	754
法定节假日值班，工资怎么发？	501
美容遭毁容的精神损失费怎么计算?	651
出借人可以拒绝提前还款吗？	787
婚后向一方父母借的钱,是夫妻双方的共同债务吗?	106
具备什么资质整形机构才可实施整形？	2500
国家法定假日包括星期六,星期日吗?	328
谈和解的技巧有哪些？	707
借款人提前还钱，对方可以拒绝么？	787
单位未缴社保 职工辞职能获得赔偿吗？	301
死亡公证（涉外）怎么办理？	1034
赡养费包括哪些费用,标准是什么?	1261
消费者提起申诉的方式有哪些	2057
仲裁有何优点？	3511
补办结婚证需要什么材料	1900
遇到交通事故损害赔偿选择调解还是诉讼?	803
借钱不还可以报案吗？	791
民事起诉状怎么写	300
夫妻之间的借款协议具有法律效力	80
法人授权委托书公证如何办理	999
因护理过失导致患者跳楼自杀，医院是否担责？	2413
劳动者同时与其他用人单位建立劳动关系，用人单位解除劳动合同，谁来负举证责任？	3761
单位与员工私了处理工伤需要注意什么？	607
患者在医院自杀，医院要不要担责？	2408
交通事故诉讼需要的证据有哪些?	627
可不可以起诉？	2293
什么情况下加班不受时间限制？	513
监狱人民警察不得有哪些行为？	3326
借款人跑了担保人还在,我可以直接起诉担保人吗	873
儿子跟女儿继承权是一样的吗？	1280
无证驾驶怎么处罚	746
工伤认定申请表	1408
法律援助申请地点	1056
因服兵役中止劳动合同，用人单位能否解除劳动合同？	3637
停工留薪期后的工资	477
隔代收养的条件有哪些?	1104
申请法律援助的条件	1066
如何证明员工和企业间的劳动关系？	263
工作时间比较自由的员工需要签合同吗？	541
能不能让美容医疗机构履行保密义务？	2502
银行迟迟不放款,大家有什么好办法?	888
属于夫妻共同债务的情形有哪些?	87
离婚需要什么手续,结婚证找不到了怎么办?	12
人民调解委员会是群众性组织吗？	3208
劳动能力鉴定去哪里做？	176
出国用的出生公证如何办理	1033
工伤没投工伤保险	151
如何界定劳动者是否同意续签？	3715
婚姻关系会自定取消吗？	1906
夫妻分居两年算自动解除婚姻关系吗?	90
城镇户口	1613
伤残鉴定不服怎么处理？	587
事实劳动关系的证明是什么	263
劳动仲裁多久能结案？	233
借条过了有效诉讼期，还能要回钱吗？	784
应当认定为工伤的情形有哪些？	562
工伤停工留薪期内的待遇是怎么规定的？	477
起诉需要准备什么材料	684
加班是否需要征询劳动者的同意？	3015
应由业主委员会还是物业管理企业管理维修基金？	2339
办理产权证	918
买了房子没有产权证	2018
劳动合同续订	1432
企业可预告辞退员工的情形？	3161
劳动仲裁需要哪些材料	153
自己辞职可领取失业保险吗？	326
属于无证驾驶的情况包括哪些	747
我父母把我生下来就没管过我，请问我对他们有赡养义务吗？	1235
答辩状要如何写？	2307
借款合同管辖	807
生产者应履行的三包义务	2179
肇事者逃逸了怎么办?	754
人被撞,自己垫付不起医药费	625
建设工程施工合同怎么办理？	994
没有结婚的人是否可以收养子女？	1115
开车撞人,交强险怎么陪有哪些不给赔	713
患者隐瞒病史，谁来承担责任？	2457
劳动仲裁要多少钱	276
哪些人可以作为遗嘱继承人？	275
起诉书怎么写？	1244
出差期间因病死亡是否属于工伤？	573
交警有权扣车或驾驶证吗	756
夫妻之间签订的借款协议有效吗？	80
放弃继承声明书公证怎么办理？	1003
女职工在哺乳期有什么权益？	2806
婚前一方全款买房，离婚时要分给对方吗?	49
用人单位规章制度与劳动合同如有冲突，怎么办？	349
捡来的孩子怎么收养?	1108
出差途中发生交通事故属于工伤吗？	165
起诉赡养费需要什么材料	1698
如何申请法院强制执行	274
怀孕期间被辞退赔什么？	219
假释的考验期如何确定？	3439
物业公司给业主停水停电怎么办？	2067
申请工伤认定,需要准备哪些材料	725
什么是医疗事故？	2549
未被认定工伤,能否获得赔偿？	156
加班不给加班费应该怎么办？	249
离婚后女方是否可以单独立个户口本	109
无工作也需要支付抚养费吗	20
仲裁裁决被人民法院裁定撤销后怎么办?	3853
罪犯每次打电话能打多久，可以打给多个人吗？	3522
法院判了赔钱被告要求坐牢不赔钱怎么办	666
加班是不是必须要给加班费	252
医院拒绝收治危急患者造成严重后果，由谁担责？	2367
我们有一个孩子，抚养权会给谁？	25
企业破产重整可以解雇员工吗？	247
开发商能不能公开售卖停车位？	2237
朋友借钱不还,我想报警可以吗?	791
污水管道返水导致家中财物受损，业主可以不交物业费吗？	2266
我迟到了单位就要解雇我，这合理吗？	248
经济困难的标准如何确定?	1067
抚养费不给可以吗	20
在单位组织的岗前培训期间发生事故算工伤吗？	167
放弃继承还要偿还被继承人债务吗,债务如何清偿	1284
业主已购车位但没有停放车辆，物业能收取停车服务费吗？	2285
房屋质量出现问题该如何赔偿?	1057
如何区分劳务派遣与劳务外包？	3735
出差途中发病身亡算不算工伤？	573
交通事故逃逸	1558
婚前父母赠与的房产 离婚后怎么分	55
劳动合同的必备条款	335
消费者协会的智能有哪些	2050
我被别人撞了，请问是不是一定要去做伤残鉴定？	672
借钱不还，起诉要准备哪些证据？	812
公司不买社保，员工应当怎么办？	314
产假有多少工资？	234
每次鉴定要花多少时间菜能完成？	2490
婚前财产约定公证怎么办	996
停工留薪期待遇怎么规定的？	477
单位违法解除劳动合同，怎么处理？	184
住院伙食补助费	1630
劳动者可以在哪些医疗卫生机构进行职业病诊断啊？	582
用人单位在哪些情况下可以代扣劳动者工资？	508
精神病患者住院期间被其他患者打伤，医院是否担责？	2411
借条,写了对方说给打款,然后借条拿走了,钱没拿到。对方叫...	898
网络交易平台提供者的义务有哪些	2046
企业怎么制定调岗调薪的规章制度？	556
哪些房屋质量问题可以要求退房	1055
员工不能胜任工作单位应如何调岗？	429
公证遗嘱该怎么办?	976
我可以咨询一个交通事故的问题吗	1881
交通事故法院判决后对方不给钱怎么办	688
已发出录用通知但体检不合格，公司能否取消录用？	2586
工伤认定有没时间限制？	730
购买商品房存在质量问题开发商赔偿经济损失	1057
医生扩大手术范围未向患者履行告知义务，能不能让医院承担责任？	2371
婚约	1868
结婚后继承房子属于谁	59
离婚需要带上什么证件？	14
和单位签订的无任何纠纷协议有效吗？	331
不同的鉴定机构对同样的伤情会有不同的鉴定结论吗	727
诉讼离婚需要哪些材料	100
担保赌债怎么办？	858
公司对工伤认定不服怎么办？	568
伤残补助金怎么计算？	203
事实收养公证的好处在哪里？	1142
防止患者病情加重义务是什么？	2538
上班途中出车祸,单位不承认是工伤,怎么办?	798
对方不还钱，可以申请强制执行对方抵押的财产吗？	816
借条担保人承担的责任时间认定多长？	869
出嫁的女儿不赡养父母该怎么办?	1276
生产者在哪些情况下不用承担责任？	2090
取失业保险金的流程？	323
单位在试用期不交社保怎么办？	302
结婚后,单独立户的问题。	109
应认定为工伤的情形有哪些？	562
工伤有没有营养费？	482
婚前一方父母全款购置的房屋,婚后怎么分？	51
工伤赔偿有营养费吗?	482
业主表决权委托他人去行使可以吗？	2135
发生交通事故后交警部门达成的调解协议是否有效	744
哪些单位用工要签订劳动合同？	2648
请问买房委托书公证要怎么办理需要什么手续呢	998
户籍（住所）地公证怎么办理？	1040
工伤应该得到哪些赔偿	136
如何办理亲属关系公证?	1038
赌博欠下高利贷怎么办？	841
不服事故责任认定	732
继承房产过户费怎么算的？	912
发生交通事故，什么情况下可以算作工伤？	800
离婚大概要多少钱	10
在医疗活动中的知情同意权是指？	2369
患者该履行的义务有哪些？	2357
交通事故赔偿诉讼流程是怎样的?	616
申请工伤认定需提供的材料有哪些？	566
工伤事故赔偿协议怎么办理？	992
如果因质量及开发商违约,业主是否有权要求开发商退房	1055
财产	1369
非婚生子女该谁来抚养	101
没有保险	1598
单位调岗我不愿意,若辞职有补偿吗？	284
企业员工工伤处理流程是怎样的？	190
公司违法解除劳动合同 怎么办？	184
上下班期间发生交通事故属工伤吗	719
想写份婚前协议，该怎么写？	385
医生交接班导致患者误诊，医院要不要承担责任？	2384
可以强制执行担保人财产吗？	818
交通事故纠纷怎么办	695
什么是农村五保户?申请需满足哪些条件？	1206
婚前赠予房子,婚后属共同财产么?	55
公司以试用期为由,在试用期3个月期间不给员工交社保？	308
劳动仲裁裁决书生效后，还可以去法院起诉吗？	231
委托书要怎么公证	979
非婚生子女与婚生子女的继承权有无不同？	327
起诉对方还款要准备什么证据？	812
工伤赔偿和交通事故赔偿可以同时获得吗？	733
夫妻结婚后赠与的房子是不是夫妻共同财产？	60
签订交通事故和解书后可以反悔吗?	712
企业怎样规避工伤保险备案期内的用工风险？	528
劳务派遣合同期限是几年？	344
员工上下班发生交通事故的工伤怎么认定？	577
日用化妆品使用说明书应包含的内容有哪些	2187
哪些情形属于无证驾驶	747
交通事故向法院民事诉讼有没有时间限制？	631
签订赡养协议必须注意哪些细节?	1219
残疾人可以领养子女吗？	1109
公司规定可以延长员工的试用期，员工如何应对？	1294
交通事故律师费一般是多少,怎么计算?	648
出现交通事故到底该由谁来承担责任?	640
产假遇法定节假日需顺延吗？	515
诉讼费会要多少？	2297
业主不缴纳物业费会怎样？	2560
在监狱里想要和外面联系有什么程序要走吗？	3524
对付借钱不还的人能报警吗 债务人借钱不还该怎么办	791
业主有车位但没买车也要交费，这样合理吗？	2284
订婚彩礼钱一般给多少 订婚彩礼怎么给	366
用人单位能否对劳动者作出调岗的决定？	425
用人单位怎样明确的录用条件？	423
哪些业务是物业公司可以进行的？	2130
在交通事故中是依据什么来划分的？	731
想离婚，现在婚姻法多久法院才会立案啊？	1788
爱车被划、被蹭之后,肇事者逃逸怎么办?	754
抱养的怎么办出生证明	1222
子女能以父母有积蓄为由拒不赡养吗	1227
我被车撞应该怎样赔偿	617
交通事故诉讼被告主体有哪些?	643
患者或死者家属怎么申请行政救济？	2517
工伤报销需要的资料有哪些？	175
交通事故交警扣车了,要收停车费吗?	758
子女不承担赡养义务，应该去哪里的法院起诉?	1245
可以以严重失职开除职工吗？	467
车辆	1995
申报工伤需要哪些材料呀？	566
什么是涉外收养	1126
离婚时彩礼是否需要返还	66
下班路上自己骑车摔倒算不算工伤？	166
交通事故责任认定书要双方签字吗,双方签字才有效吗	728
父母为阻挠领证直接把户口簿藏起来了怎么办？	129
入职后公司不和员工签劳动合同怎么办？	132
解除收养关系,还要给赡养费吗?	1220
失业保险金领取材料？	324
工亡人员报销赔偿要哪些材料？	175
诉讼费用由谁承担？	1195
我在外地母亲去世单位给几天丧假？	347
劳动合同的必要条款包括什么？	335
工伤认定要多长时间才能出结果？	789
如何办理孩子的收养手续？	1122
发生交通事故在哪个法院起诉？	618
道路交通事故	1577
相关社区康复工作的人员哪些情况将给予处分？	3426
发生交通事故要去法院打官司，应该准备哪些材料？	684
非机动车	1766
假释的条件是什么？	3432
服务期的时间一般是多长？	299
交通事故死亡赔偿金是否属于遗产？	391
法院调解后,对方还是不还钱,申请法院强制执行还是不还怎么办	823
房屋的保修期是多久	1058
约定的逾期办证违约金过低，购买方能否要求调高？	928
如何办理出生公证	1033
没结婚可以合法去领养小孩子养吗	1115
丧葬费的赔偿如何计算？	2480
网上送养子女触犯法律吗？	1171
怎样写民事反诉状？	2532
实习生需要缴纳社保吗?	308
一审的程序是什么？	3804
公司重整能否解雇员工？	247
父母把孩子遗弃后，还可以从收养方那里把孩子要回来吗？	1155
成立业主大会需要怎么做？	2138
遗产不够清偿债务时怎么办？	1283
伤残鉴定的内容	1088
加班费怎么算？	148
一般交通事故起诉费用是多少	657
公司不及时、足额发放工资，员工主动辞职可以要求获得赔偿吗？	497
哪些情形下可以免除子女对父母的赡养义务？	1213
向法院起诉要不要钱呢?要多少钱?	1249
试用期被辞退怎么办?	193
交通、住房、通讯等补贴是否属于福利待遇？	2851
借条上只有借款人的签名有效吗?	896
起诉赡养纠纷应当将所有义务人列为被告	1255
双方协议离婚孩子归男方,现在女方想后悔了,想要回孩子可以吗	107
发生交通事故后怎么拿回被交警扣的车子	757
断绝母子关系后，我还有权继承母亲的遗产吗？	379
物业自己涨物业费怎么办？	2354
法院判诀书已生效，对方没有给钱，想申请强制执行。如果法院去执行对方仍旧不付钱，我该怎么办？	688
离婚协议能否约定不付抚养费?	31
什么是时效中断?	3812
发生预防接种异常反会怎样处理？	2511
精神病人在医院走失，医院是否担责？	2410
离职后查出得了职业病该怎么办？	578
我想问我的婚姻有效吗	1902
做伤残鉴定应该去什么部门?	667
如果是劳动争议法院诉讼费需要交多少?	278
借款人去世找谁要债？	783
公司要辞退在医疗期的员工怎么办？	242
交强险对自己的车辆损失是否赔偿	677
信用卡逾期未还，要坐牢吗？	882
劳动纠纷请律师要多少钱？	3441
离婚后能与收养的孩子解除关系吗	1154
职工培训完以后就走，企业可以要求员工赔偿吗？	533
个人缴纳社保怎么办理？	305
交通事故诉讼有哪些程序	616
有哪些义务是医生该积极履行的？	2378
离婚的债权分配？	5
员工旷工离职,无法联系,社会保险办停可以吗？	455
农村的五保户怎么申请?需要具备什么条件?	1206
陪产假和法定节假日重到了怎么算假期？	514
没结婚可以领养小孩吗？	1115
试用期的员工可以提前转正吗？	293
房屋遗产公证	1956
逆向劳务派遣的效力？	3738
发生交通事故的误工费怎么算	645
商业秘密的特征是什么？	2966
酒驾和醉驾有什么区别？	749
因同一伤病在多个医疗机构接受诊疗受损，患者可以找谁承担责任？	2365
自动离职，没有办理交接手续，单位还要缴纳社保吗？	493
解除劳动合同经济补偿如何分段算？	801
别人欠钱不还，但是我没让他写借条，怎么办？	782
借了几十万高利贷没钱还，怎么解决 ？	853
如何在劳动合同里规避女职员刚入职就怀孕情况？	524
患者因医疗产品缺陷受损害的，谁来承担责任？	2388
要是物业公司收费不合理，业主可以采取哪些措施？	2201
单位可以申请法律援助吗？	1090
不服交通事故责任认定怎么办	732
哪些人员需要强制隔离戒毒？	3381
不赡养老人犯法吗,不赡养父母违反什么法律？	1229
